Date,Open,High,Low,Close,Adj Close,Volume
2016-02-01,54.23302459716797,55.86756134033203,54.12405776977539,55.65800476074219,52.99032974243164,3406850
2016-02-02,55.096397399902344,55.314334869384766,53.29421615600586,53.621124267578125,51.05107498168945,3079014
2016-02-03,54.358760833740234,54.40066909790039,51.64291763305664,52.43084716796875,49.91785430908203,4677634
2016-02-04,51.139984130859375,52.422462463378906,47.778709411621094,52.16261672973633,49.6624755859375,4272968
2016-02-05,51.74350357055664,52.883487701416016,49.26236343383789,49.815589904785156,47.42793655395508,5568924
2016-02-08,49.01927947998047,49.639564514160156,47.057838439941406,47.78709030151367,45.49666213989258,5238940
2016-02-09,46.957252502441406,48.87678146362305,46.5968132019043,48.31517028808594,45.999427795410156,5892108
2016-02-10,48.7678108215332,49.773681640625,48.709136962890625,49.421627044677734,47.0528564453125,4962999
2016-02-11,48.27326202392578,50.63705062866211,48.10561752319336,49.14501190185547,46.78950119018555,4159395
2016-02-12,50.08382034301758,51.50041961669922,49.41324234008789,51.3327751159668,49.11533737182617,4181465
2016-02-16,52.279964447021484,53.25230407714844,51.78541564941406,52.908634185791016,50.623130798339844,4812562
2016-02-17,53.26068878173828,55.48197937011719,53.14333724975586,55.33109664916992,52.94095230102539,3948591
2016-02-18,55.473594665527344,56.28667068481445,54.476112365722656,54.79463577270508,52.42766189575195,3054915
2016-02-19,54.54316711425781,54.803016662597656,53.545684814453125,54.61861038208008,52.25924301147461,2852463
2016-02-22,55.414920806884766,56.58843231201172,55.07124710083008,55.40653610229492,53.01313400268555,3322147
2016-02-23,54.9874267578125,55.272422790527344,53.8055305480957,53.98994064331055,51.65772247314453,3221816
2016-02-24,53.21039581298828,53.66303253173828,52.070411682128906,53.38642120361328,51.080284118652344,4157128
2016-02-25,53.48700714111328,55.92623519897461,53.28583526611328,55.89270782470703,53.47830581665039,3438703
2016-02-26,56.63872528076172,57.02430725097656,55.69991683959961,55.92623519897461,53.5103759765625,2959952
2016-02-29,55.91785430908203,56.71416473388672,55.64962387084961,55.89270782470703,53.47830581665039,3231956
2016-03-01,56.80636978149414,57.91282653808594,56.23637771606445,57.728416442871094,55.23472213745117,3103232
2016-03-02,57.652976989746094,58.18943786621094,57.34283447265625,57.78709030151367,55.29085159301758,2140123
2016-03-03,57.96311950683594,59.471920013427734,57.71165084838867,59.33780288696289,56.774574279785156,2874414
2016-03-04,59.21207046508789,60.74601745605469,58.67560958862305,59.95808792114258,57.36806869506836,4626215
2016-03-07,59.35456848144531,59.68147659301758,58.633697509765625,59.17015838623047,56.61417770385742,2299030
2016-03-08,58.54987335205078,58.6169319152832,57.309303283691406,57.78709030151367,55.29085159301758,2618158
2016-03-09,58.30678939819336,58.85163497924805,57.68650436401367,57.929588317871094,55.427188873291016,2179372
2016-03-10,58.03855895996094,58.16429138183594,56.2950553894043,57.309303283691406,54.833702087402344,3278125
2016-03-11,58.222965240478516,59.27912902832031,58.05532455444336,58.910308837890625,56.36554718017578,3046564
2016-03-14,58.31517028808594,58.96898651123047,57.98826599121094,58.72590255737305,56.189117431640625,1668053
2016-03-15,58.935455322265625,59.55574035644531,58.122379302978516,59.497066497802734,56.92695617675781,1641091
2016-03-16,59.32103729248047,60.75440216064453,59.28750991821289,60.46940612792969,57.857303619384766,3316301
2016-03-17,60.69572448730469,61.4836540222168,60.24308395385742,61.27409744262695,58.62723159790039,3173261
2016-03-18,61.5088005065918,61.63453674316406,60.528079986572266,60.88851547241211,58.25830841064453,3514459
2016-03-21,60.82146072387695,60.97233963012695,60.058677673339844,60.653812408447266,58.03374099731445,2017482
2016-03-22,60.03352737426758,61.64291763305664,60.03352737426758,61.4082145690918,58.75556182861328,2489433
2016-03-23,61.08130645751953,61.2824821472168,60.59513854980469,60.80469512939453,58.178104400634766,2211941
2016-03-24,60.226318359375,60.84660339355469,59.471920013427734,60.66219711303711,58.04176330566406,2767402
2016-03-28,60.75440216064453,61.13159942626953,60.435874938964844,60.56999206542969,57.95354080200195,1338427
2016-03-29,60.26823043823242,62.003353118896484,60.14249801635742,61.96144104003906,59.28487777709961,1866926
2016-03-30,62.54819869995117,63.58759307861328,62.30511474609375,62.791282653808594,60.07888412475586,2454836
2016-03-31,62.791282653808594,63.595977783203125,62.55657958984375,62.883487701416016,60.16709899902344,2400435
2016-04-01,62.179378509521484,62.590110778808594,60.53646469116211,61.76865005493164,59.10041809082031,2159688
2016-04-04,61.44174575805664,61.59262466430664,59.08633804321289,59.371334075927734,56.80665969848633,4308042
2016-04-05,58.49958038330078,59.96647262573242,57.52724075317383,59.522212982177734,56.951019287109375,2584396
2016-04-06,59.38809585571289,60.09220504760742,58.7175178527832,60.06705856323242,57.47233963012695,2645597
2016-04-07,59.98323440551758,61.08130645751953,59.396480560302734,59.68147659301758,57.1034049987793,3811516
2016-04-08,60.39396667480469,61.316009521484375,59.90779495239258,60.00838088989258,57.41619110107422,1970478
2016-04-11,60.54484558105469,61.391448974609375,60.209556579589844,60.87175369262695,58.24226760864258,2743661
2016-04-12,61.19865798950195,61.341156005859375,60.201175689697266,60.64543151855469,58.025726318359375,2553855
2016-04-13,61.5590934753418,64.10729217529297,61.44174575805664,64.05699920654297,61.2899169921875,4970277
2016-04-14,64.19949340820312,65.12992858886719,63.34450912475586,64.70243072509766,61.907474517822266,3232434
2016-04-15,64.61860656738281,64.9119873046875,63.6295051574707,63.88935470581055,61.129512786865234,3967679
2016-04-18,64.51802062988281,64.55155181884766,63.6797981262207,64.13243865966797,61.36209487915039,1912618
2016-04-19,64.69404602050781,64.8868408203125,63.897735595703125,64.35037994384766,61.57062530517578,2931320
2016-04-20,64.61860656738281,64.85330963134766,63.88935470581055,64.23302459716797,61.45834732055664,2354028
2016-04-21,64.40904998779297,64.80301666259766,63.61273956298828,63.7049446105957,60.95307159423828,1944232
2016-04-22,63.68818283081055,63.83906173706055,62.782901763916016,63.4786262512207,60.73653030395508,2332554
2016-04-25,63.19363021850586,63.8055305480957,63.02598571777344,63.73847579956055,60.98515319824219,1697758
2016-04-26,63.99832534790039,65.30595397949219,63.88935470581055,65.27242279052734,62.45283889770508,1911783
2016-04-27,65.1885986328125,65.38139343261719,64.18273162841797,64.5599365234375,61.7711296081543,2111610
2016-04-28,63.7049446105957,63.86420822143555,61.927913665771484,62.858341217041016,60.14303970336914,2218622
2016-04-29,63.009220123291016,63.009220123291016,61.3830680847168,61.71835708618164,59.052303314208984,2588810
2016-05-02,62.08717346191406,62.08717346191406,61.4585075378418,61.78541564941406,59.116458892822266,2485019
2016-05-03,61.139984130859375,61.94467544555664,60.03352737426758,61.3327751159668,58.68336868286133,2794960
2016-05-04,60.85498809814453,61.6093864440918,58.38222885131836,58.75104904174805,56.21316909790039,6123192
2016-05-05,59.27074432373047,59.572505950927734,58.08885192871094,58.097232818603516,55.58759689331055,3541898
2016-05-06,57.996646881103516,59.23721694946289,57.703269958496094,59.06119155883789,56.50991439819336,2356652
2016-05-09,58.6169319152832,59.23721694946289,58.608551025390625,58.6923713684082,56.38911437988281,1394498
2016-05-10,58.91869354248047,59.891029357910156,58.7175178527832,59.765296936035156,57.41993713378906,1575476
2016-05-11,59.83235549926758,60.058677673339844,58.90192794799805,58.910308837890625,56.5984992980957,1661253
2016-05-12,59.46353530883789,59.715003967285156,58.25649642944336,58.39899444580078,56.10725021362305,1584901
2016-05-13,58.172672271728516,58.809722900390625,57.242244720458984,57.39312744140625,55.140865325927734,1941250
2016-05-16,57.59429931640625,57.820621490478516,56.97401428222656,57.48533248901367,55.22944259643555,2227570
2016-05-17,57.108131408691406,57.27577590942383,55.90108871459961,56.21123123168945,54.005340576171875,3569098
2016-05-18,56.04358673095703,57.066219329833984,55.68315124511719,56.4207878112793,54.20668029785156,3237921
2016-05-19,56.16093826293945,56.5213737487793,55.00419235229492,55.20536422729492,53.03894805908203,2649892
2016-05-20,55.490360260009766,56.2699089050293,55.297569274902344,55.95976638793945,53.76374053955078,2023567
2016-05-23,55.81726837158203,56.08549880981445,55.40653610229492,55.490360260009766,53.31276321411133,1009517
2016-05-24,55.85079574584961,57.242244720458984,55.616092681884766,57.04945373535156,54.810665130615234,2907341
2016-05-25,57.36798095703125,57.91282653808594,56.94886779785156,56.99916076660156,54.762351989746094,2230671
2016-05-26,56.940486907958984,57.30092239379883,55.77535629272461,56.3202018737793,54.11003875732422,2389579
2016-05-27,56.202850341796875,56.865047454833984,56.16093826293945,56.814754486083984,54.585182189941406,1548156
2016-05-31,57.015926361083984,57.37636184692383,56.67225646972656,56.965633392333984,54.73014450073242,3079133
2016-06-01,56.3453483581543,56.48784637451172,55.222129821777344,56.21123123168945,54.005340576171875,2476429
2016-06-02,56.177703857421875,57.31768798828125,55.95138168334961,57.284156799316406,55.036163330078125,2664685
2016-06-03,56.940486907958984,57.37636184692383,55.448448181152344,56.21961212158203,54.01340103149414,2096817
2016-06-06,56.404022216796875,56.78122329711914,55.82564926147461,56.60519790649414,54.383853912353516,2252384
2016-06-07,56.01844024658203,57.460182189941406,56.01844024658203,57.284156799316406,55.036163330078125,1857024
2016-06-08,57.63621139526367,58.13076400756836,57.359596252441406,57.870914459228516,55.599891662597656,1984675
2016-06-09,57.31768798828125,57.879295349121094,56.957252502441406,57.778709411621094,55.51130676269531,1529665
2016-06-10,57.133277893066406,57.39312744140625,56.278289794921875,56.43755340576172,54.22278594970703,1597785
2016-06-13,56.01844024658203,56.26152420043945,55.25565719604492,55.25565719604492,53.0872688293457,1713625
2016-06-14,54.9119873046875,55.398155212402344,54.14920425415039,54.610225677490234,52.4671630859375,1779956
